X=-11.896 Y=110.439 Z=-144.189,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.200
X=-11.896 Y=110.439 Z=-174.189,X=-1.000 Y=0.016 Z=0.000,X=0.750 Y=0.250
X=-11.656 Y=112.878 Z=-54.189,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.052
X=-10.944 Y=115.223 Z=-24.189,X=-0.937 Y=0.339 Z=0.000,X=0.781 Y=0.002
X=-11.656 Y=112.878 Z=-84.189,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.101
X=-10.944 Y=115.223 Z=-54.189,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.052
X=-9.789 Y=117.384 Z=-24.189,X=-0.858 Y=0.520 Z=-0.008,X=0.796 Y=0.002
X=-11.656 Y=112.878 Z=-114.189,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.151
X=-10.944 Y=115.223 Z=-84.189,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.101
X=-9.789 Y=117.384 Z=-54.189,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.052
X=-8.235 Y=119.278 Z=-24.189,X=-0.740 Y=0.677 Z=-0.008,X=0.812 Y=0.002
X=-11.656 Y=112.878 Z=-144.189,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.200
X=-11.656 Y=112.878 Z=-174.189,X=-0.976 Y=0.213 Z=0.000,X=0.765 Y=0.250
X=-8.235 Y=119.278 Z=-54.189,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.052
X=-6.340 Y=120.833 Z=-24.189,X=-0.591 Y=0.811 Z=-0.008,X=0.827 Y=0.002
X=-10.944 Y=115.223 Z=-144.189,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.200
X=-10.944 Y=115.223 Z=-174.189,X=-0.913 Y=0.402 Z=0.000,X=0.781 Y=0.250
X=-10.944 Y=115.223 Z=-114.189,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.151
X=-9.789 Y=117.384 Z=-144.189,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.200
X=-9.789 Y=117.384 Z=-174.189,X=-0.819 Y=0.567 Z=0.000,X=0.796 Y=0.250
X=-9.789 Y=117.384 Z=-114.189,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.151
X=-9.789 Y=117.384 Z=-84.189,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.101
X=-8.235 Y=119.278 Z=-84.189,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.101
X=-8.235 Y=119.278 Z=-114.189,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.151
X=-8.235 Y=119.278 Z=-144.189,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.200
X=-8.235 Y=119.278 Z=-174.189,X=-0.693 Y=0.724 Z=-0.008,X=0.812 Y=0.250
X=-6.340 Y=120.833 Z=-54.189,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.052
X=-4.179 Y=121.988 Z=-24.189,X=-0.425 Y=0.906 Z=-0.008,X=0.843 Y=0.002
X=-6.340 Y=120.833 Z=-84.189,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.101
X=-4.179 Y=121.988 Z=-54.189,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.052
X=-1.834 Y=122.699 Z=-24.189,X=-0.236 Y=0.969 Z=-0.008,X=0.858 Y=0.002
X=-6.340 Y=120.833 Z=-114.189,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.151
X=-4.179 Y=121.988 Z=-84.189,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.101
X=-1.834 Y=122.699 Z=-54.189,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.052
X=0.604 Y=122.939 Z=-24.189,X=-0.047 Y=1.000 Z=-0.016,X=0.874 Y=0.002
X=-6.340 Y=120.833 Z=-144.189,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.200
X=-6.340 Y=120.833 Z=-174.189,X=-0.535 Y=0.843 Z=-0.008,X=0.827 Y=0.250
X=0.604 Y=122.939 Z=-54.189,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.052
X=3.043 Y=122.699 Z=-24.189,X=0.157 Y=0.984 Z=-0.008,X=0.889 Y=0.002
X=-4.179 Y=121.988 Z=-144.189,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.200
X=-4.179 Y=121.988 Z=-174.189,X=-0.362 Y=0.929 Z=-0.008,X=0.843 Y=0.250
X=-4.179 Y=121.988 Z=-114.189,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.151
X=-1.834 Y=122.699 Z=-144.189,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.200
X=-1.834 Y=122.699 Z=-174.189,X=-0.173 Y=0.984 Z=-0.008,X=0.858 Y=0.250
X=-1.834 Y=122.699 Z=-114.189,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.151
X=-1.834 Y=122.699 Z=-84.189,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.101
X=0.604 Y=122.939 Z=-84.189,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.101
X=0.604 Y=122.939 Z=-114.189,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.151
X=0.604 Y=122.939 Z=-144.189,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.200
X=0.604 Y=122.939 Z=-174.189,X=0.031 Y=1.000 Z=-0.016,X=0.874 Y=0.250
X=3.043 Y=122.699 Z=-54.189,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.052
X=5.388 Y=121.988 Z=-24.189,X=0.354 Y=0.937 Z=-0.016,X=0.905 Y=0.002
X=3.043 Y=122.699 Z=-84.189,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.101
X=5.388 Y=121.988 Z=-54.189,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.052
X=7.549 Y=120.833 Z=-24.189,X=0.528 Y=0.850 Z=-0.016,X=0.920 Y=0.002
X=3.043 Y=122.699 Z=-114.189,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.151
X=5.388 Y=121.988 Z=-84.189,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.101
X=7.549 Y=120.833 Z=-54.189,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.052
X=9.443 Y=119.278 Z=-24.189,X=0.685 Y=0.732 Z=-0.016,X=0.936 Y=0.002
X=3.043 Y=122.699 Z=-144.189,X=0.197 Y=0.984 Z=-0.016,X=0.889 Y=0.200
X=3.043 Y=122.699 Z=-174.189,X=0.228 Y=0.976 Z=-0.016,X=0.889 Y=0.250
X=9.443 Y=119.278 Z=-54.189,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.052
X=10.998 Y=117.384 Z=-24.189,X=0.811 Y=0.583 Z=-0.016,X=0.951 Y=0.002
X=5.388 Y=121.988 Z=-144.189,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.200
X=5.388 Y=121.988 Z=-174.189,X=0.417 Y=0.906 Z=-0.016,X=0.905 Y=0.250
X=5.388 Y=121.988 Z=-114.189,X=0.378 Y=0.921 Z=-0.008,X=0.905 Y=0.151
X=7.549 Y=120.833 Z=-144.189,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.200
X=7.549 Y=120.833 Z=-174.189,X=0.583 Y=0.811 Z=-0.016,X=0.920 Y=0.250
X=7.549 Y=120.833 Z=-114.189,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.151
X=7.549 Y=120.833 Z=-84.189,X=0.559 Y=0.835 Z=-0.016,X=0.920 Y=0.101
X=9.443 Y=119.278 Z=-84.189,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.101
X=9.443 Y=119.278 Z=-114.189,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.151
X=9.443 Y=119.278 Z=-144.189,X=0.709 Y=0.709 Z=-0.016,X=0.936 Y=0.200
X=9.443 Y=119.278 Z=-174.189,X=0.732 Y=0.685 Z=-0.016,X=0.936 Y=0.250
X=10.998 Y=117.384 Z=-54.189,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.052
X=12.153 Y=115.223 Z=-24.189,X=0.906 Y=0.417 Z=-0.016,X=0.967 Y=0.002
X=10.998 Y=117.384 Z=-84.189,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.101
X=12.153 Y=115.223 Z=-54.189,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.052
X=12.864 Y=112.878 Z=-24.189,X=0.976 Y=0.228 Z=-0.016,X=0.982 Y=0.002
X=10.998 Y=117.384 Z=-114.189,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.151
X=12.153 Y=115.223 Z=-84.189,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.101
X=12.864 Y=112.878 Z=-54.189,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.052
X=13.104 Y=110.439 Z=-24.189,X=1.000 Y=0.031 Z=-0.016,X=0.998 Y=0.002
X=13.104 Y=110.439 Z=-54.189,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.052
X=12.864 Y=112.878 Z=-84.189,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.101
X=13.104 Y=110.439 Z=-84.189,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.101
X=12.153 Y=115.223 Z=-114.189,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.151
X=12.864 Y=112.878 Z=-114.189,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.151
X=13.104 Y=110.439 Z=-114.189,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.151
X=10.998 Y=117.384 Z=-144.189,X=0.835 Y=0.559 Z=-0.016,X=0.951 Y=0.200
X=10.998 Y=117.384 Z=-174.189,X=0.850 Y=0.528 Z=-0.016,X=0.951 Y=0.250
X=12.153 Y=115.223 Z=-144.189,X=0.921 Y=0.378 Z=-0.008,X=0.967 Y=0.200
X=12.153 Y=115.223 Z=-174.189,X=0.937 Y=0.354 Z=-0.016,X=0.967 Y=0.250
X=12.864 Y=112.878 Z=-144.189,X=0.984 Y=0.197 Z=-0.016,X=0.982 Y=0.200
X=12.864 Y=112.878 Z=-174.189,X=0.984 Y=0.157 Z=-0.008,X=0.982 Y=0.250
X=13.104 Y=110.439 Z=-144.189,X=1.000 Y=-0.008 Z=-0.008,X=0.998 Y=0.200
X=13.104 Y=110.439 Z=-174.189,X=1.000 Y=-0.047 Z=-0.016,X=0.998 Y=0.250
X=-67.692 Y=-80.297 Z=-54.189,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.052
X=-67.932 Y=-82.736 Z=-24.189,X=0.984 Y=-0.173 Z=-0.008,X=0.517 Y=0.002
X=-67.692 Y=-80.297 Z=-24.189,X=1.000 Y=0.031 Z=-0.016,X=0.502 Y=0.002
X=-67.932 Y=-82.736 Z=-54.189,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.052
X=-67.692 Y=-80.297 Z=-84.189,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.101
X=-68.644 Y=-85.081 Z=-24.189,X=0.929 Y=-0.362 Z=-0.008,X=0.533 Y=0.002
X=-67.932 Y=-82.736 Z=-84.189,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.101
X=-67.692 Y=-80.297 Z=-114.189,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.151
X=-68.644 Y=-85.081 Z=-54.189,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.052
X=-69.799 Y=-87.242 Z=-24.189,X=0.843 Y=-0.535 Z=-0.008,X=0.548 Y=0.002
X=-67.932 Y=-82.736 Z=-114.189,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.151
X=-67.692 Y=-80.297 Z=-144.189,X=1.000 Y=-0.008 Z=-0.008,X=0.502 Y=0.200
X=-68.644 Y=-85.081 Z=-84.189,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.101
X=-69.799 Y=-87.242 Z=-54.189,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.052
X=-71.353 Y=-89.136 Z=-24.189,X=0.724 Y=-0.693 Z=-0.008,X=0.564 Y=0.002
X=-67.932 Y=-82.736 Z=-144.189,X=0.976 Y=-0.205 Z=-0.008,X=0.517 Y=0.200
X=-67.692 Y=-80.297 Z=-174.189,X=1.000 Y=-0.047 Z=-0.016,X=0.502 Y=0.250
X=-67.932 Y=-82.736 Z=-174.189,X=0.969 Y=-0.236 Z=-0.008,X=0.517 Y=0.250
X=-71.353 Y=-89.136 Z=-54.189,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.052
X=-73.248 Y=-90.691 Z=-24.189,X=0.567 Y=-0.819 Z=0.000,X=0.579 Y=0.002
X=-68.644 Y=-85.081 Z=-144.189,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.200
X=-68.644 Y=-85.081 Z=-174.189,X=0.906 Y=-0.425 Z=-0.008,X=0.533 Y=0.250
X=-68.644 Y=-85.081 Z=-114.189,X=0.921 Y=-0.394 Z=-0.008,X=0.533 Y=0.151
X=-69.799 Y=-87.242 Z=-144.189,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.200
X=-69.799 Y=-87.242 Z=-174.189,X=0.811 Y=-0.591 Z=-0.008,X=0.548 Y=0.250
X=-69.799 Y=-87.242 Z=-114.189,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.151
X=-69.799 Y=-87.242 Z=-84.189,X=0.827 Y=-0.567 Z=-0.008,X=0.548 Y=0.101
X=-71.353 Y=-89.136 Z=-84.189,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.101
X=-71.353 Y=-89.136 Z=-114.189,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.151
X=-71.353 Y=-89.136 Z=-144.189,X=0.701 Y=-0.717 Z=-0.008,X=0.564 Y=0.200
X=-71.353 Y=-89.136 Z=-174.189,X=0.677 Y=-0.740 Z=-0.008,X=0.564 Y=0.250
X=-73.248 Y=-90.691 Z=-54.189,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.052
X=-75.409 Y=-91.846 Z=-24.189,X=0.402 Y=-0.913 Z=0.000,X=0.595 Y=0.002
X=-73.248 Y=-90.691 Z=-84.189,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.101
X=-75.409 Y=-91.846 Z=-54.189,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.052
X=-77.754 Y=-92.557 Z=-24.189,X=0.213 Y=-0.976 Z=0.000,X=0.610 Y=0.002
X=-73.248 Y=-90.691 Z=-114.189,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.151
X=-75.409 Y=-91.846 Z=-84.189,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.101
X=-77.754 Y=-92.557 Z=-54.189,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.052
X=-80.192 Y=-92.797 Z=-24.189,X=0.016 Y=-1.000 Z=0.000,X=0.625 Y=0.002
X=-73.248 Y=-90.691 Z=-144.189,X=0.543 Y=-0.835 Z=0.000,X=0.579 Y=0.200
X=-73.248 Y=-90.691 Z=-174.189,X=0.520 Y=-0.858 Z=-0.008,X=0.579 Y=0.250
X=-80.192 Y=-92.797 Z=-54.189,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.052
X=-82.631 Y=-92.557 Z=-24.189,X=-0.165 Y=-0.984 Z=0.000,X=0.641 Y=0.002
X=-75.409 Y=-91.846 Z=-144.189,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.200
X=-75.409 Y=-91.846 Z=-174.189,X=0.339 Y=-0.937 Z=0.000,X=0.595 Y=0.250
X=-75.409 Y=-91.846 Z=-114.189,X=0.370 Y=-0.929 Z=0.000,X=0.595 Y=0.151
X=-77.754 Y=-92.557 Z=-144.189,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.200
X=-77.754 Y=-92.557 Z=-174.189,X=0.150 Y=-0.992 Z=0.000,X=0.610 Y=0.250
X=-77.754 Y=-92.557 Z=-114.189,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.151
X=-77.754 Y=-92.557 Z=-84.189,X=0.181 Y=-0.984 Z=0.000,X=0.610 Y=0.101
X=-80.192 Y=-92.797 Z=-84.189,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.101
X=-80.192 Y=-92.797 Z=-114.189,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.151
X=-80.192 Y=-92.797 Z=-144.189,X=0.000 Y=-1.000 Z=0.000,X=0.625 Y=0.200
X=-80.192 Y=-92.797 Z=-174.189,X=-0.031 Y=-1.000 Z=0.000,X=0.625 Y=0.250
X=-82.631 Y=-92.557 Z=-54.189,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.052
X=-84.976 Y=-91.846 Z=-24.189,X=-0.354 Y=-0.937 Z=0.000,X=0.657 Y=0.002
X=-82.631 Y=-92.557 Z=-84.189,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.101
X=-84.976 Y=-91.846 Z=-54.189,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.052
X=-87.137 Y=-90.691 Z=-24.189,X=-0.528 Y=-0.850 Z=0.000,X=0.672 Y=0.002
X=-82.631 Y=-92.557 Z=-114.189,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.151
X=-84.976 Y=-91.846 Z=-84.189,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.101
X=-87.137 Y=-90.691 Z=-54.189,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.052
X=-89.031 Y=-89.136 Z=-24.189,X=-0.685 Y=-0.732 Z=0.000,X=0.688 Y=0.002
X=-82.631 Y=-92.557 Z=-144.189,X=-0.197 Y=-0.976 Z=0.000,X=0.641 Y=0.200
X=-82.631 Y=-92.557 Z=-174.189,X=-0.228 Y=-0.976 Z=0.000,X=0.641 Y=0.250
X=-89.031 Y=-89.136 Z=-54.189,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.052
X=-90.586 Y=-87.242 Z=-24.189,X=-0.811 Y=-0.583 Z=0.000,X=0.703 Y=0.002
X=-84.976 Y=-91.846 Z=-144.189,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.200
X=-84.976 Y=-91.846 Z=-174.189,X=-0.417 Y=-0.906 Z=0.000,X=0.657 Y=0.250
X=-84.976 Y=-91.846 Z=-114.189,X=-0.386 Y=-0.921 Z=0.000,X=0.657 Y=0.151
X=-87.137 Y=-90.691 Z=-144.189,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.200
X=-87.137 Y=-90.691 Z=-174.189,X=-0.583 Y=-0.811 Z=0.000,X=0.672 Y=0.250
X=-87.137 Y=-90.691 Z=-114.189,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.151
X=-87.137 Y=-90.691 Z=-84.189,X=-0.559 Y=-0.827 Z=0.000,X=0.672 Y=0.101
X=-89.031 Y=-89.136 Z=-84.189,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.101
X=-89.031 Y=-89.136 Z=-114.189,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.151
X=-89.031 Y=-89.136 Z=-144.189,X=-0.709 Y=-0.709 Z=0.000,X=0.688 Y=0.200
X=-89.031 Y=-89.136 Z=-174.189,X=-0.732 Y=-0.685 Z=0.000,X=0.688 Y=0.250
X=-90.586 Y=-87.242 Z=-54.189,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.052
X=-91.741 Y=-85.081 Z=-24.189,X=-0.906 Y=-0.417 Z=0.000,X=0.719 Y=0.002
X=-90.586 Y=-87.242 Z=-84.189,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.101
X=-91.741 Y=-85.081 Z=-54.189,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.052
X=-92.452 Y=-82.736 Z=-24.189,X=-0.976 Y=-0.228 Z=0.000,X=0.734 Y=0.002
X=-90.586 Y=-87.242 Z=-114.189,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.151
X=-91.741 Y=-85.081 Z=-84.189,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.101
X=-92.452 Y=-82.736 Z=-54.189,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.052
X=-92.692 Y=-80.297 Z=-24.189,X=-1.000 Y=-0.031 Z=0.000,X=0.750 Y=0.002
X=-90.586 Y=-87.242 Z=-144.189,X=-0.827 Y=-0.559 Z=0.000,X=0.703 Y=0.200
X=-90.586 Y=-87.242 Z=-174.189,X=-0.850 Y=-0.528 Z=0.000,X=0.703 Y=0.250
X=-92.692 Y=-80.297 Z=-54.189,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.052
X=-92.452 Y=-77.859 Z=-24.189,X=-0.992 Y=0.150 Z=0.000,X=0.765 Y=0.002
X=-91.741 Y=-85.081 Z=-144.189,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.200
X=-91.741 Y=-85.081 Z=-174.189,X=-0.937 Y=-0.354 Z=0.000,X=0.719 Y=0.250
X=-91.741 Y=-85.081 Z=-114.189,X=-0.921 Y=-0.386 Z=0.000,X=0.719 Y=0.151
X=-92.452 Y=-82.736 Z=-144.189,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.200
X=-92.452 Y=-82.736 Z=-174.189,X=-0.984 Y=-0.165 Z=0.000,X=0.734 Y=0.250
X=-92.452 Y=-82.736 Z=-114.189,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.151
X=-92.452 Y=-82.736 Z=-84.189,X=-0.976 Y=-0.197 Z=0.000,X=0.734 Y=0.101
X=-92.692 Y=-80.297 Z=-84.189,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.101
X=-92.692 Y=-80.297 Z=-114.189,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.151
X=-92.692 Y=-80.297 Z=-144.189,X=-1.000 Y=0.000 Z=0.000,X=0.750 Y=0.200
X=-92.692 Y=-80.297 Z=-174.189,X=-1.000 Y=0.016 Z=0.000,X=0.750 Y=0.250
X=-92.452 Y=-77.859 Z=-54.189,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.052
X=-91.741 Y=-75.514 Z=-24.189,X=-0.937 Y=0.339 Z=0.000,X=0.781 Y=0.002
X=-92.452 Y=-77.859 Z=-84.189,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.101
X=-91.741 Y=-75.514 Z=-54.189,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.052
X=-90.586 Y=-73.353 Z=-24.189,X=-0.858 Y=0.520 Z=-0.008,X=0.796 Y=0.002
X=-92.452 Y=-77.859 Z=-114.189,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.151
X=-91.741 Y=-75.514 Z=-84.189,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.101
X=-90.586 Y=-73.353 Z=-54.189,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.052
X=-89.031 Y=-71.458 Z=-24.189,X=-0.740 Y=0.677 Z=-0.008,X=0.812 Y=0.002
X=-92.452 Y=-77.859 Z=-144.189,X=-0.984 Y=0.181 Z=0.000,X=0.765 Y=0.200
X=-92.452 Y=-77.859 Z=-174.189,X=-0.976 Y=0.213 Z=0.000,X=0.765 Y=0.250
X=-89.031 Y=-71.458 Z=-54.189,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.052
X=-87.137 Y=-69.904 Z=-24.189,X=-0.591 Y=0.811 Z=-0.008,X=0.827 Y=0.002
X=-91.741 Y=-75.514 Z=-144.189,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.200
X=-91.741 Y=-75.514 Z=-174.189,X=-0.913 Y=0.402 Z=0.000,X=0.781 Y=0.250
X=-91.741 Y=-75.514 Z=-114.189,X=-0.929 Y=0.370 Z=0.000,X=0.781 Y=0.151
X=-90.586 Y=-73.353 Z=-144.189,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.200
X=-90.586 Y=-73.353 Z=-174.189,X=-0.819 Y=0.567 Z=0.000,X=0.796 Y=0.250
X=-90.586 Y=-73.353 Z=-114.189,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.151
X=-90.586 Y=-73.353 Z=-84.189,X=-0.835 Y=0.543 Z=0.000,X=0.796 Y=0.101
X=-89.031 Y=-71.458 Z=-84.189,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.101
X=-89.031 Y=-71.458 Z=-114.189,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.151
X=-89.031 Y=-71.458 Z=-144.189,X=-0.717 Y=0.701 Z=-0.008,X=0.812 Y=0.200
X=-89.031 Y=-71.458 Z=-174.189,X=-0.693 Y=0.724 Z=-0.008,X=0.812 Y=0.250
X=-87.137 Y=-69.904 Z=-54.189,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.052
X=-84.976 Y=-68.749 Z=-24.189,X=-0.425 Y=0.906 Z=-0.008,X=0.843 Y=0.002
X=-87.137 Y=-69.904 Z=-84.189,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.101
X=-84.976 Y=-68.749 Z=-54.189,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.052
X=-82.631 Y=-68.037 Z=-24.189,X=-0.236 Y=0.969 Z=-0.008,X=0.858 Y=0.002
X=-87.137 Y=-69.904 Z=-114.189,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.151
X=-84.976 Y=-68.749 Z=-84.189,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.101
X=-82.631 Y=-68.037 Z=-54.189,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.052
X=-80.192 Y=-67.797 Z=-24.189,X=-0.047 Y=1.000 Z=-0.016,X=0.874 Y=0.002
X=-87.137 Y=-69.904 Z=-144.189,X=-0.567 Y=0.827 Z=-0.008,X=0.827 Y=0.200
X=-87.137 Y=-69.904 Z=-174.189,X=-0.535 Y=0.843 Z=-0.008,X=0.827 Y=0.250
X=-80.192 Y=-67.797 Z=-54.189,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.052
X=-77.754 Y=-68.037 Z=-24.189,X=0.157 Y=0.984 Z=-0.008,X=0.889 Y=0.002
X=-84.976 Y=-68.749 Z=-144.189,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.200
X=-84.976 Y=-68.749 Z=-174.189,X=-0.362 Y=0.929 Z=-0.008,X=0.843 Y=0.250
X=-84.976 Y=-68.749 Z=-114.189,X=-0.394 Y=0.921 Z=-0.008,X=0.843 Y=0.151
X=-82.631 Y=-68.037 Z=-144.189,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.200
X=-82.631 Y=-68.037 Z=-174.189,X=-0.173 Y=0.984 Z=-0.008,X=0.858 Y=0.250
X=-82.631 Y=-68.037 Z=-114.189,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.151
X=-82.631 Y=-68.037 Z=-84.189,X=-0.205 Y=0.976 Z=-0.008,X=0.858 Y=0.101
X=-80.192 Y=-67.797 Z=-84.189,X=-0.008 Y=1.000 Z=-0.008,X=0.874 Y=0.101
